review_id,title,year,journal,n_studies,population,intervention,comparator,outcome,effect_size,ci_lower,ci_upper,quality_rating,database_source
SR19272,Learn give anyone film mouth stuff.,2023,NEJM,38,Elderly,carbapenem,low dose,mortality,1.08,0.88,1.31,High,PubMed
SR19273,Student apply idea phone together study week.,2013,Science,97,Smokers,carbapenem,low dose,smoking cessation,1.25,0.98,1.32,Low,PubMed
SR19274,Door forget hand situation.,2025,BMJ,46,Smokers,statins,low dose,weight loss,1.79,1.5,1.86,Critically Low,Ovid
SR19275,Four size find campaign huge four.,2004,Nature,88,Children,behavioral therapy,low dose,mortality,1.88,1.59,1.97,Low,Scopus
SR19276,Three let more sure.,2025,Nature,75,Diabetics,behavioral therapy,low dose,smoking cessation,1.31,1.05,1.4,Critically Low,LOVE
SR19277,Form late spend peace process financial.,2006,BMJ,81,Pregnant women,behavioral therapy,cephalosporin,mortality,1.45,1.27,1.58,Low,PubMed
SR19278,Western should not bank list law themselves.,2020,Science,25,Pregnant women,placebo,placebo,weight loss,0.93,0.75,1.22,Low,Cochrane
SR19279,Establish American feeling successful debate.,2012,Nature,58,Adults,statins,cephalosporin,hospitalization,1.81,1.6,1.9,Moderate,Ovid
SR19280,Child something raise feel hold mother great real.,2023,Lancet,33,ICU patients,ACE inhibitors,no therapy,smoking cessation,0.88,0.7,0.97,High,Scopus
SR19281,Bank painting home least of need.,2015,BMJ,64,Children,placebo,no therapy,hospitalization,0.99,0.82,1.12,Moderate,Scopus
SR19282,Everyone source soldier structure another address wonder.,2018,PLOS ONE,72,Elderly,carbapenem,low dose,weight loss,1.64,1.51,1.89,Low,LOVE
SR19283,Hard plant process relationship rock group.,2016,Lancet,27,Pregnant women,behavioral therapy,standard care,symptom reduction,1.88,1.77,2.18,High,Embase
SR19284,Month side us ago wind food voice.,2021,NEJM,79,ICU patients,mRNA vaccine,cephalosporin,mortality,1.75,1.48,1.86,Low,Ovid
SR19285,Result huge approach instead these hair.,2005,NEJM,77,Diabetics,ACE inhibitors,no therapy,hospitalization,0.58,0.48,0.68,Low,Ovid
SR19286,Lay how summer nor.,2012,NEJM,77,Adults,ACE inhibitors,no therapy,symptom reduction,1.97,1.91,2.2,Critically Low,LOVE
SR19287,Purpose forget operation machine tell poor fill.,2009,NEJM,23,Adults,carbapenem,placebo,symptom reduction,0.82,0.55,0.92,Critically Low,Web of Science
SR19288,Quickly adult apply participant.,2018,PLOS ONE,37,Children,behavioral therapy,none,mortality,1.66,1.61,1.94,Moderate,Cochrane
SR19289,Soon explain away little shake.,2016,PLOS ONE,17,Diabetics,carbapenem,low dose,weight loss,1.91,1.73,2.11,High,LOVE
SR19290,Born class a heart method order move.,2019,Lancet,56,Diabetics,statins,placebo,hospitalization,0.74,0.66,0.99,Low,Scopus
SR19291,Red nice about senior city.,2015,PLOS ONE,78,Children,behavioral therapy,standard care,symptom reduction,0.54,0.25,0.64,Low,Web of Science
SR19292,Skin trade business same soldier peace home.,2008,BMJ,23,Smokers,metformin,placebo,hospitalization,0.74,0.68,0.81,Critically Low,Embase
SR19293,Hotel later sit around national.,2009,JAMA,90,ICU patients,statins,low dose,mortality,1.53,1.39,1.63,Low,PubMed
SR19294,Notice run rule option free.,2009,Lancet,46,Elderly,behavioral therapy,placebo,hospitalization,1.24,1.14,1.41,Moderate,Embase
SR19295,Low eight get should lay.,2014,Lancet,53,Pregnant women,carbapenem,standard care,infection rate,0.92,0.68,1.0,Moderate,Web of Science
SR19296,Direction happy technology home actually from assume community.,2004,PLOS ONE,65,ICU patients,carbapenem,low dose,weight loss,1.88,1.64,2.13,Critically Low,Web of Science
SR19297,Without impact clear dream religious owner receive.,2006,NEJM,27,Pregnant women,placebo,standard care,symptom reduction,1.46,1.3,1.6,High,Scopus
SR19298,Address avoid radio contain worker fight.,2006,PLOS ONE,100,Children,statins,no therapy,symptom reduction,1.04,0.99,1.15,High,Cochrane
SR19299,Together recently health step red.,2006,Lancet,81,Adults,behavioral therapy,cephalosporin,symptom reduction,1.76,1.61,1.94,Moderate,Web of Science
SR19300,Land cost defense dinner early rule.,2020,BMJ,31,Smokers,behavioral therapy,cephalosporin,infection rate,1.48,1.37,1.78,Moderate,Scopus
SR19301,Perhaps opportunity board other baby notice.,2025,BMJ,41,ICU patients,ACE inhibitors,low dose,smoking cessation,1.4,1.28,1.69,High,Embase
SR19302,According development firm line civil politics.,2014,Nature,52,Elderly,placebo,standard care,mortality,1.38,1.16,1.62,High,Scopus
SR19303,Future sense four challenge number what.,2008,PLOS ONE,84,Children,carbapenem,standard care,infection rate,1.6,1.31,1.78,Moderate,Cochrane
SR19304,Election require product activity money book.,2015,Nature,44,Adults,mRNA vaccine,placebo,mortality,1.88,1.58,2.12,High,Embase
SR19305,Raise economic person system action.,2016,Nature,62,Elderly,metformin,low dose,hospitalization,1.92,1.63,1.99,High,Cochrane
SR19306,Sing back and.,2009,JAMA,52,Diabetics,metformin,none,hospitalization,0.94,0.81,1.12,Critically Low,Cochrane
SR19307,Value college peace drop animal able.,2020,BMJ,75,ICU patients,placebo,standard care,symptom reduction,1.44,1.14,1.68,Low,Ovid
SR19308,Nor could word purpose anyone detail family.,2011,Lancet,48,Elderly,metformin,placebo,mortality,1.88,1.74,1.95,Moderate,Scopus
SR19309,Face could seven street future adult.,2024,Lancet,40,Elderly,statins,no therapy,symptom reduction,1.75,1.55,1.93,High,PubMed
SR19310,Address hundred resource center.,2018,NEJM,72,Pregnant women,mRNA vaccine,low dose,weight loss,0.91,0.82,0.99,High,LOVE
SR19311,Sell idea mind treatment against.,2000,Nature,21,Diabetics,placebo,low dose,mortality,1.13,0.93,1.35,Moderate,Cochrane
SR19312,Watch special check right.,2005,PLOS ONE,80,Diabetics,ACE inhibitors,placebo,smoking cessation,0.59,0.49,0.8,High,PubMed
SR19313,Number college newspaper walk particularly answer.,2012,BMJ,30,Smokers,carbapenem,no therapy,symptom reduction,1.03,0.93,1.09,High,LOVE
SR19314,Center plan eye red five which seven.,2023,BMJ,73,Elderly,metformin,low dose,weight loss,1.38,1.16,1.56,Critically Low,Web of Science
SR19315,Interest power matter.,2024,Nature,93,Elderly,ACE inhibitors,low dose,hospitalization,0.5,0.2,0.79,Moderate,Ovid
SR19316,Short affect yeah back painting dog attack direction.,2020,PLOS ONE,63,Children,ACE inhibitors,standard care,infection rate,1.41,1.36,1.7,Critically Low,Ovid
SR19317,Speech follow light there environmental feeling.,2003,Lancet,81,ICU patients,metformin,no therapy,symptom reduction,0.79,0.63,1.01,High,PubMed
SR19318,Know thus reduce cultural.,2025,Science,16,Adults,behavioral therapy,cephalosporin,symptom reduction,0.68,0.57,0.92,High,LOVE
SR19319,Cell organization civil type send send.,2008,JAMA,48,Elderly,ACE inhibitors,no therapy,smoking cessation,0.69,0.45,0.88,Low,PubMed
SR19320,Best serve deep prove collection mean step.,2015,JAMA,100,Children,placebo,standard care,symptom reduction,1.75,1.5,1.9,Low,Cochrane
SR19321,None common half discover.,2019,BMJ,33,Diabetics,placebo,none,symptom reduction,0.68,0.4,0.76,Low,Web of Science
SR19322,Interest industry beat president all protect.,2019,Nature,55,Children,ACE inhibitors,no therapy,infection rate,0.59,0.5,0.72,Moderate,Web of Science
SR19323,Military two music organization east war.,2019,PLOS ONE,85,Pregnant women,ACE inhibitors,standard care,smoking cessation,1.16,1.09,1.21,Critically Low,Web of Science
SR19324,Energy by me successful focus.,2010,Nature,43,Adults,metformin,no therapy,mortality,0.53,0.27,0.61,Low,Cochrane
SR19325,Audience yes there case society specific mission.,2010,Nature,20,Smokers,placebo,none,smoking cessation,0.56,0.26,0.64,Critically Low,LOVE
SR19326,Fine hair together for girl crime natural.,2014,Lancet,40,Smokers,mRNA vaccine,cephalosporin,weight loss,1.62,1.36,1.89,Critically Low,Scopus
SR19327,He mention often approach dog check its.,2003,BMJ,96,Pregnant women,carbapenem,low dose,weight loss,1.97,1.71,2.26,Low,Scopus
SR19328,Laugh send provide accept between.,2022,JAMA,20,Pregnant women,placebo,no therapy,mortality,1.12,1.04,1.42,Moderate,Scopus
SR19329,Ball foot have daughter end what successful.,2012,Lancet,20,ICU patients,mRNA vaccine,none,smoking cessation,1.66,1.38,1.9,Critically Low,Embase
SR19330,Start address really tonight.,2019,Science,40,Children,mRNA vaccine,no therapy,smoking cessation,1.5,1.33,1.64,Moderate,Cochrane
SR19331,Full and watch may result early.,2003,Lancet,80,Diabetics,carbapenem,standard care,weight loss,0.95,0.79,1.16,Low,Embase
SR19332,Beat interesting true pretty join style they grow.,2009,BMJ,94,Elderly,behavioral therapy,low dose,mortality,0.97,0.67,1.26,Moderate,Scopus
SR19333,Strategy support contain shoulder take seat quality.,2001,PLOS ONE,20,Diabetics,carbapenem,no therapy,hospitalization,0.66,0.51,0.78,Moderate,PubMed
SR19334,Sister seven keep serious.,2023,NEJM,15,ICU patients,behavioral therapy,placebo,weight loss,1.57,1.5,1.79,High,LOVE
SR19335,Only commercial authority new chance through.,2000,JAMA,78,Smokers,mRNA vaccine,none,weight loss,1.85,1.59,2.09,Critically Low,Cochrane
SR19336,By theory purpose score such democratic figure program.,2004,BMJ,49,Pregnant women,placebo,placebo,infection rate,1.54,1.36,1.65,High,Scopus
SR19337,Remember college week green general data.,2019,Lancet,75,Pregnant women,behavioral therapy,standard care,hospitalization,1.08,0.82,1.18,Low,Scopus
SR19338,Party hot focus woman discuss.,2024,Science,23,Diabetics,carbapenem,low dose,weight loss,0.68,0.46,0.87,Low,Web of Science
SR19339,Baby receive allow difference.,2002,Nature,16,Diabetics,placebo,none,weight loss,1.62,1.44,1.81,Critically Low,Web of Science
SR19340,Certain responsibility will state need crime.,2021,Nature,31,Elderly,carbapenem,none,hospitalization,1.66,1.47,1.84,Moderate,PubMed
SR19341,Outside information seem eat pass.,2007,BMJ,86,Pregnant women,metformin,placebo,symptom reduction,1.64,1.51,1.85,High,LOVE
SR19342,Service meet model yeah feel own nation town.,2007,NEJM,39,Smokers,carbapenem,cephalosporin,infection rate,1.05,0.89,1.31,Critically Low,Ovid
SR19343,Table measure camera grow notice trade rise.,2000,PLOS ONE,19,Pregnant women,metformin,low dose,weight loss,1.91,1.7,1.98,High,Cochrane
SR19344,Black yourself color black benefit assume likely against.,2005,JAMA,16,Adults,statins,no therapy,hospitalization,1.11,0.83,1.38,High,PubMed
SR19345,Staff similar let base line exactly glass.,2007,PLOS ONE,73,Children,placebo,placebo,symptom reduction,1.24,1.08,1.42,Low,LOVE
SR19346,Such indicate relationship society factor mind possible.,2008,Science,26,Children,metformin,low dose,symptom reduction,0.93,0.68,1.01,Low,PubMed
SR19347,Edge least test fast if lay.,2023,Science,55,Children,mRNA vaccine,no therapy,hospitalization,0.87,0.63,0.92,Moderate,Web of Science
SR19348,Who follow will machine particular medical rather.,2012,BMJ,90,Pregnant women,carbapenem,cephalosporin,hospitalization,1.45,1.21,1.65,High,PubMed
SR19349,Song fine return happy man.,2001,PLOS ONE,53,Pregnant women,mRNA vaccine,none,smoking cessation,1.41,1.27,1.61,Critically Low,PubMed
SR19350,Scene sister trial defense.,2017,JAMA,21,Adults,behavioral therapy,standard care,infection rate,1.11,1.05,1.34,Moderate,LOVE
SR19351,Second green in.,2024,JAMA,54,Smokers,placebo,no therapy,weight loss,0.71,0.52,0.84,Critically Low,Embase
SR19352,Bill none hit central cell such put fact.,2020,NEJM,39,Adults,statins,no therapy,symptom reduction,2.0,1.87,2.25,Moderate,LOVE
SR19353,Threat candidate approach build yourself deep.,2018,Lancet,36,Adults,carbapenem,standard care,weight loss,1.87,1.75,2.15,Moderate,Scopus
SR19354,Big baby behavior.,2018,Science,61,ICU patients,placebo,low dose,hospitalization,0.73,0.64,1.0,Critically Low,LOVE
SR19355,Call carry once always price heart.,2006,JAMA,37,Diabetics,placebo,standard care,mortality,1.21,1.11,1.48,Low,LOVE
SR19356,Four form place many democratic amount.,2018,Nature,20,ICU patients,mRNA vaccine,placebo,weight loss,0.93,0.63,1.04,High,Cochrane
SR19357,Approach during structure positive.,2011,NEJM,29,Children,behavioral therapy,low dose,infection rate,0.6,0.54,0.82,Critically Low,Scopus
SR19358,Happen exactly some bank interest seem nor.,2020,Science,49,ICU patients,carbapenem,low dose,weight loss,1.36,1.23,1.42,Critically Low,Embase
SR19359,Western sister people.,2006,Nature,91,Diabetics,behavioral therapy,low dose,symptom reduction,1.38,1.09,1.53,High,Scopus
SR19360,Eight price staff cause throughout everything argue.,2013,Lancet,56,Diabetics,statins,placebo,hospitalization,1.25,1.0,1.45,Critically Low,Embase
SR19361,Less effect near mission.,2016,Lancet,38,Children,placebo,none,smoking cessation,1.97,1.9,2.16,Low,Web of Science
SR19362,Red something recognize woman idea prepare ready.,2014,Nature,70,Smokers,metformin,placebo,smoking cessation,1.49,1.25,1.78,Critically Low,Web of Science
SR19363,Option statement strategy exist air area stuff make.,2022,PLOS ONE,53,Children,statins,placebo,mortality,1.26,1.06,1.36,Moderate,Scopus
SR19364,Stand step chance point value sister clear.,2002,JAMA,11,Smokers,metformin,no therapy,weight loss,1.44,1.25,1.67,Low,Ovid
SR19365,Executive heavy economy should.,2013,JAMA,14,Children,behavioral therapy,standard care,symptom reduction,1.55,1.37,1.75,Critically Low,Scopus
SR19366,Listen despite himself produce without.,2001,BMJ,100,Diabetics,placebo,none,hospitalization,0.8,0.55,1.03,Moderate,Ovid
SR19367,Boy half trial.,2016,Science,37,Children,metformin,placebo,infection rate,1.69,1.62,1.77,High,Ovid
SR19368,Reveal news name town weight.,2008,NEJM,20,Adults,carbapenem,none,mortality,1.57,1.48,1.76,Critically Low,PubMed
SR19369,Discuss reach data foreign.,2008,Nature,72,Adults,carbapenem,low dose,smoking cessation,1.0,0.82,1.27,Critically Low,PubMed
SR19370,Amount chair majority accept.,2007,BMJ,42,Elderly,mRNA vaccine,no therapy,symptom reduction,0.8,0.57,0.91,High,Web of Science
SR19371,Wife leave thing guy own mother Mrs.,2010,PLOS ONE,67,Smokers,carbapenem,none,mortality,1.87,1.67,2.08,High,LOVE
SR19372,Science better bit or question.,2011,Lancet,45,Diabetics,statins,standard care,smoking cessation,0.53,0.33,0.81,Low,Embase
SR19373,Unit piece in suggest.,2002,Science,87,Adults,placebo,low dose,infection rate,1.98,1.75,2.11,Critically Low,Embase
SR19374,Dog trial performance real watch.,2014,PLOS ONE,39,ICU patients,placebo,cephalosporin,symptom reduction,0.53,0.44,0.64,Moderate,Embase
SR19375,Reason reason end against.,2002,JAMA,12,Diabetics,ACE inhibitors,no therapy,smoking cessation,1.37,1.13,1.46,Critically Low,Web of Science
SR19376,Challenge whose discover game charge just shake.,2011,Science,78,Smokers,ACE inhibitors,none,smoking cessation,1.54,1.46,1.69,Moderate,Scopus
SR19377,Budget rich resource response story.,2003,Science,95,Pregnant women,mRNA vaccine,no therapy,weight loss,1.8,1.74,2.04,Critically Low,Web of Science
SR19378,Behavior what Republican near policy effort.,2021,Nature,88,ICU patients,carbapenem,none,mortality,1.31,1.05,1.45,Low,Web of Science
SR19379,Recently wrong lose there against able player value.,2002,BMJ,50,Diabetics,mRNA vaccine,cephalosporin,smoking cessation,0.89,0.82,1.1,Critically Low,PubMed
SR19380,Author boy real something.,2008,Science,30,Elderly,statins,none,hospitalization,1.91,1.72,2.11,Moderate,Cochrane
SR19381,Speech task mention own discussion practice.,2022,Lancet,47,Elderly,ACE inhibitors,no therapy,smoking cessation,1.11,0.92,1.17,Low,LOVE
SR19382,About always season set official.,2003,NEJM,53,Children,metformin,none,mortality,1.73,1.44,1.91,Moderate,LOVE
SR19383,Heavy analysis author situation serious building southern.,2013,Lancet,78,Elderly,carbapenem,low dose,hospitalization,0.81,0.65,0.97,Moderate,Cochrane
SR19384,Need new risk.,2001,JAMA,18,Pregnant women,ACE inhibitors,low dose,smoking cessation,1.12,1.02,1.3,Low,Embase
SR19385,Read writer break father protect.,2004,JAMA,61,Adults,mRNA vaccine,cephalosporin,mortality,0.71,0.62,0.86,Moderate,Cochrane
SR19386,Deal mind respond worry threat current stage.,2013,Lancet,84,Children,ACE inhibitors,no therapy,symptom reduction,1.75,1.61,1.88,High,Cochrane
SR19387,Audience physical movement campaign move PM minute newspaper.,2011,NEJM,13,Smokers,metformin,no therapy,hospitalization,0.6,0.49,0.88,Critically Low,PubMed
SR19388,Wide score most raise hard happy.,2018,Science,16,Pregnant women,metformin,no therapy,smoking cessation,0.85,0.79,1.02,Moderate,PubMed
SR19389,Fight loss fire in laugh.,2012,Nature,27,Diabetics,placebo,placebo,smoking cessation,1.64,1.41,1.78,High,LOVE
SR19390,Service around significant partner phone join PM.,2001,JAMA,28,ICU patients,statins,none,weight loss,0.91,0.8,1.2,Low,PubMed
SR19391,To decision your actually training fly.,2016,NEJM,36,ICU patients,ACE inhibitors,cephalosporin,mortality,1.73,1.55,2.02,Low,Cochrane
SR19392,Score market issue experience.,2025,Lancet,82,Smokers,ACE inhibitors,no therapy,weight loss,1.49,1.25,1.72,High,Scopus
SR19393,Others else growth similar age.,2015,Nature,94,Adults,carbapenem,low dose,smoking cessation,0.64,0.37,0.91,Moderate,Ovid
SR19394,Campaign first above evening material drop its until.,2001,Science,43,Children,mRNA vaccine,no therapy,hospitalization,0.6,0.55,0.88,Low,Cochrane
SR19395,For run community national tend.,2015,JAMA,70,Pregnant women,ACE inhibitors,cephalosporin,hospitalization,1.11,0.95,1.33,Critically Low,Cochrane
SR19396,Call woman whatever vote appear.,2024,NEJM,77,Pregnant women,behavioral therapy,no therapy,symptom reduction,1.17,1.07,1.3,Critically Low,Ovid
SR19397,Field through thought budget determine.,2012,Nature,92,Elderly,ACE inhibitors,cephalosporin,weight loss,2.0,1.9,2.27,Low,Ovid
SR19398,Whole film director federal guess whether build across.,2015,Science,82,Children,behavioral therapy,standard care,smoking cessation,1.13,1.01,1.24,Critically Low,LOVE
SR19399,Agreement however we any.,2009,BMJ,87,Children,behavioral therapy,no therapy,infection rate,0.61,0.44,0.68,Moderate,Cochrane
SR19400,Wear brother director happy organization.,2017,Lancet,76,Elderly,metformin,no therapy,symptom reduction,1.99,1.8,2.26,Low,Cochrane
SR19401,Deep bill anyone now nature.,2011,BMJ,41,Diabetics,behavioral therapy,low dose,weight loss,1.61,1.36,1.84,Low,Cochrane
SR19402,Letter sign myself line hope.,2009,Science,91,Adults,ACE inhibitors,placebo,smoking cessation,1.9,1.79,1.97,Low,Embase
SR19403,Economic official later cause.,2005,Lancet,75,Diabetics,carbapenem,cephalosporin,symptom reduction,1.46,1.31,1.57,Moderate,Ovid
SR19404,Network capital deep network effort interview.,2017,Nature,74,Diabetics,ACE inhibitors,cephalosporin,symptom reduction,0.53,0.29,0.75,Critically Low,Cochrane
SR19405,Cell not lead third nothing already.,2013,PLOS ONE,29,Elderly,carbapenem,none,weight loss,0.95,0.82,1.06,Low,Ovid
SR19406,Organization stock parent effect window seven.,2003,NEJM,86,Children,statins,cephalosporin,symptom reduction,0.83,0.58,1.01,High,Cochrane
SR19407,Idea of value degree customer.,2009,Nature,29,Diabetics,metformin,placebo,smoking cessation,1.78,1.69,1.91,Moderate,Embase
SR19408,Class quality little know window cell leave loss.,2000,Science,97,Children,behavioral therapy,low dose,mortality,1.64,1.47,1.73,High,Ovid
SR19409,Tend class above bed.,2016,NEJM,60,ICU patients,placebo,none,infection rate,0.74,0.51,0.98,Low,LOVE
SR19410,Policy current act behind right almost stuff.,2012,Nature,97,Diabetics,mRNA vaccine,none,smoking cessation,1.02,0.95,1.24,Critically Low,Ovid
SR19411,Good effect field she as end up.,2013,Lancet,48,Children,mRNA vaccine,placebo,hospitalization,1.62,1.34,1.86,Moderate,Cochrane
SR19412,Also record development another.,2014,Nature,38,Pregnant women,behavioral therapy,cephalosporin,weight loss,1.7,1.55,1.85,High,Ovid
SR19413,Learn attorney physical threat soon enjoy.,2016,Science,65,Diabetics,metformin,placebo,infection rate,1.03,0.82,1.23,Critically Low,LOVE
SR19414,Carry data miss thought grow.,2025,Lancet,53,Diabetics,mRNA vaccine,no therapy,symptom reduction,1.56,1.48,1.75,Low,Cochrane
SR19415,Fight notice industry.,2023,NEJM,16,Children,carbapenem,none,mortality,1.26,1.19,1.56,Low,Cochrane
SR19416,President them since list.,2000,Science,23,ICU patients,ACE inhibitors,cephalosporin,symptom reduction,0.86,0.6,1.1,High,Ovid
SR19417,Scene task government then somebody stay there.,2003,Science,41,Pregnant women,placebo,no therapy,weight loss,1.93,1.86,2.21,High,PubMed
SR19418,Save bag attack art.,2022,PLOS ONE,51,Adults,statins,none,infection rate,1.4,1.1,1.47,Moderate,Web of Science
SR19419,Buy area house want much necessary option.,2001,BMJ,37,Pregnant women,statins,placebo,infection rate,1.97,1.88,2.26,Moderate,LOVE
SR19420,Wrong across might be decision human.,2018,NEJM,43,Elderly,carbapenem,low dose,infection rate,1.48,1.31,1.54,High,Embase
SR19421,Security only another value.,2019,BMJ,64,Elderly,metformin,cephalosporin,smoking cessation,0.55,0.29,0.75,High,Ovid
SR19422,Land get join.,2008,Lancet,44,Diabetics,ACE inhibitors,cephalosporin,mortality,1.48,1.32,1.58,High,Web of Science
SR19423,Difference guess take whether fish.,2012,Nature,41,Adults,behavioral therapy,low dose,hospitalization,0.76,0.58,0.86,Low,Ovid
SR19424,Him commercial worry.,2008,Nature,96,Elderly,metformin,low dose,hospitalization,0.52,0.43,0.57,Low,LOVE
SR19425,Land lose blue entire more.,2002,Science,31,Children,ACE inhibitors,none,symptom reduction,1.65,1.39,1.79,Moderate,PubMed
SR19426,Democrat agree whose wear hit go either company.,2019,Lancet,58,Diabetics,statins,none,symptom reduction,0.84,0.57,1.07,Critically Low,Ovid
SR19427,College and reduce kitchen keep.,2000,Lancet,96,Diabetics,metformin,standard care,mortality,1.69,1.4,1.84,Moderate,PubMed
SR19428,Threat force carry eat.,2004,JAMA,78,Adults,mRNA vaccine,cephalosporin,infection rate,1.52,1.38,1.58,Low,LOVE
SR19429,Politics young turn response left defense under.,2022,Science,22,Smokers,metformin,no therapy,infection rate,0.87,0.78,1.16,Moderate,Cochrane
SR19430,Goal wait rise.,2020,Lancet,30,Elderly,placebo,standard care,infection rate,1.57,1.37,1.84,High,Cochrane
SR19431,Paper blood father last teacher charge need pattern.,2018,BMJ,56,Children,ACE inhibitors,cephalosporin,hospitalization,1.39,1.13,1.65,Moderate,Scopus
SR19432,Will rich any product plan stand country.,2000,BMJ,100,Elderly,metformin,no therapy,mortality,1.62,1.57,1.69,Critically Low,Scopus
SR19433,Inside child impact who loss best not.,2017,PLOS ONE,74,Adults,statins,placebo,infection rate,0.92,0.68,1.14,Moderate,Scopus
SR19434,Cover walk condition.,2014,Lancet,60,Children,placebo,no therapy,symptom reduction,0.65,0.46,0.71,High,Ovid
SR19435,At respond yourself whether wrong evening.,2010,BMJ,72,Smokers,carbapenem,none,weight loss,0.91,0.83,1.08,Critically Low,PubMed
SR19436,Serious example laugh size walk scene.,2023,Nature,99,Children,statins,none,mortality,1.78,1.59,2.01,High,Embase
SR19437,Station marriage apply later.,2006,BMJ,66,Children,behavioral therapy,cephalosporin,infection rate,1.79,1.71,2.01,Moderate,LOVE
SR19438,Organization ago care dark return paper threat.,2020,PLOS ONE,17,Children,carbapenem,standard care,symptom reduction,0.93,0.87,1.19,High,Scopus
SR19439,Support himself protect reason.,2002,PLOS ONE,22,ICU patients,behavioral therapy,cephalosporin,smoking cessation,0.9,0.85,1.11,Critically Low,Embase
SR19440,Although town above girl free attention.,2002,Nature,68,Pregnant women,statins,low dose,weight loss,1.37,1.08,1.56,Low,PubMed
SR19441,Particularly eye institution person.,2012,BMJ,58,ICU patients,ACE inhibitors,standard care,symptom reduction,1.53,1.38,1.64,High,Cochrane
SR19442,I always election but main particularly.,2015,Nature,100,Elderly,mRNA vaccine,placebo,mortality,0.97,0.71,1.06,Moderate,Embase
SR19443,Level budget statement whose at.,2018,BMJ,51,Adults,placebo,none,symptom reduction,1.1,0.95,1.27,High,Web of Science
SR19444,Sometimes until figure modern tonight speech.,2016,NEJM,18,Elderly,metformin,low dose,hospitalization,1.95,1.89,2.24,Moderate,Embase
SR19445,Determine moment speech move.,2013,Nature,42,Elderly,ACE inhibitors,low dose,smoking cessation,1.85,1.74,2.09,Moderate,Web of Science
SR19446,Old difference thus bad everyone.,2007,PLOS ONE,76,Smokers,metformin,cephalosporin,symptom reduction,1.2,1.09,1.29,Moderate,PubMed
SR19447,Everybody race easy learn.,2001,Science,85,Smokers,carbapenem,low dose,smoking cessation,1.47,1.4,1.69,Moderate,LOVE
SR19448,Personal church notice shoulder create network Mrs.,2011,Science,34,ICU patients,carbapenem,no therapy,symptom reduction,0.77,0.57,0.94,High,LOVE
SR19449,Woman successful hope listen begin within property.,2020,NEJM,63,Elderly,mRNA vaccine,none,symptom reduction,0.97,0.85,1.26,Moderate,Scopus
SR19450,Research want simple or western ground wonder.,2018,PLOS ONE,43,Adults,statins,cephalosporin,infection rate,1.54,1.3,1.73,Moderate,Cochrane
SR19451,Mean indeed attorney drive when civil open business.,2004,Lancet,15,Smokers,ACE inhibitors,standard care,hospitalization,1.53,1.34,1.8,Low,Scopus
SR19452,Else provide fact my money wife.,2023,Science,52,Diabetics,carbapenem,standard care,symptom reduction,0.58,0.29,0.71,Low,Ovid
SR19453,Health left listen choice point black financial.,2001,JAMA,72,Smokers,behavioral therapy,no therapy,hospitalization,1.36,1.14,1.54,High,Cochrane
SR19454,Time mean of over radio because provide.,2009,Nature,30,Diabetics,metformin,no therapy,infection rate,1.08,0.88,1.21,High,LOVE
SR19455,Media worry well upon do lose research.,2023,Nature,14,ICU patients,carbapenem,placebo,infection rate,0.98,0.81,1.15,High,Cochrane
SR19456,Cup news could.,2014,PLOS ONE,68,Elderly,mRNA vaccine,standard care,infection rate,1.66,1.56,1.88,Low,Embase
SR19457,Star someone require child money team area financial.,2016,BMJ,89,Pregnant women,behavioral therapy,standard care,hospitalization,1.37,1.19,1.58,High,Embase
SR19458,Very yes reach trouble prepare.,2005,Science,44,Pregnant women,statins,cephalosporin,mortality,1.76,1.66,1.89,Moderate,Scopus
SR19459,Throughout possible rule foot send mean indeed.,2023,Lancet,99,Diabetics,mRNA vaccine,placebo,weight loss,1.18,0.92,1.46,Critically Low,Web of Science
SR19460,Trial traditional subject ability message blue again.,2008,NEJM,75,ICU patients,carbapenem,standard care,hospitalization,1.43,1.2,1.62,Low,Embase
SR19461,Go campaign concern cost station small.,2025,BMJ,11,ICU patients,statins,none,hospitalization,0.61,0.4,0.77,Moderate,Cochrane
SR19462,Easy third response analysis rest.,2019,JAMA,71,Children,carbapenem,cephalosporin,weight loss,0.78,0.58,1.05,Critically Low,PubMed
SR19463,Apply some citizen behind together decade.,2014,Science,89,Smokers,statins,standard care,mortality,1.64,1.58,1.69,Moderate,Cochrane
SR19464,Light short interesting particular himself firm.,2006,Nature,20,Elderly,carbapenem,standard care,infection rate,0.79,0.65,0.95,Low,LOVE
SR19465,Somebody size left quality second.,2018,NEJM,99,Pregnant women,ACE inhibitors,standard care,hospitalization,1.81,1.7,1.89,High,Cochrane
SR19466,Assume provide reveal form forward forward.,2003,JAMA,68,Children,carbapenem,cephalosporin,mortality,0.95,0.73,1.17,Low,Ovid
SR19467,Power if out early old.,2012,Science,47,Diabetics,behavioral therapy,standard care,weight loss,1.24,1.1,1.53,High,Embase
SR19468,Door girl attack specific.,2017,PLOS ONE,99,Diabetics,carbapenem,standard care,smoking cessation,1.21,1.0,1.33,High,Web of Science
SR19469,Plant store state choose.,2019,Science,73,Elderly,placebo,standard care,mortality,1.49,1.27,1.55,Moderate,Ovid
SR19470,Beautiful look compare body the wish itself fact.,2009,JAMA,61,ICU patients,placebo,low dose,symptom reduction,0.79,0.69,1.04,Moderate,PubMed
